,mixed_file,orig_file,noise_file,snr,mixed_spec,orig_spec,noise_spec
301.wav,./audio/mixed/301.wav,./audio/target/g3-strum2-tune_split_80.wav,./audio/noise/5-250629-A-37_split_1.wav,4,./audio/mixed_specs/301.wav.npy,./audio/target_specs/g3-strum2-tune_split_80.wav.npy,./audio/noise_specs/5-250629-A-37_split_1.wav.npy
302.wav,./audio/mixed/302.wav,./audio/target/d3-finger-tune_split_3.wav,./audio/noise/2-125520-A-43_split_1.wav,4,./audio/mixed_specs/302.wav.npy,./audio/target_specs/d3-finger-tune_split_3.wav.npy,./audio/noise_specs/2-125520-A-43_split_1.wav.npy
303.wav,./audio/mixed/303.wav,./audio/target/e4-pick-tune_split_23.wav,./audio/noise/church_organ_split_3.wav,0,./audio/mixed_specs/303.wav.npy,./audio/target_specs/e4-pick-tune_split_23.wav.npy,./audio/noise_specs/church_organ_split_3.wav.npy
304.wav,./audio/mixed/304.wav,./audio/target/d3-finger2-tune_split_30.wav,./audio/noise/2-100786-A-1_split_1.wav,3,./audio/mixed_specs/304.wav.npy,./audio/target_specs/d3-finger2-tune_split_30.wav.npy,./audio/noise_specs/2-100786-A-1_split_1.wav.npy
305.wav,./audio/mixed/305.wav,./audio/target/d3-finger2-tune_split_24.wav,./audio/noise/acoustic_performance_split_54.wav,1,./audio/mixed_specs/305.wav.npy,./audio/target_specs/d3-finger2-tune_split_24.wav.npy,./audio/noise_specs/acoustic_performance_split_54.wav.npy
306.wav,./audio/mixed/306.wav,./audio/target/d2-strum-100_split_5.wav,./audio/noise/bass_solo_split_34.wav,3,./audio/mixed_specs/306.wav.npy,./audio/target_specs/d2-strum-100_split_5.wav.npy,./audio/noise_specs/bass_solo_split_34.wav.npy
307.wav,./audio/mixed/307.wav,./audio/target/b2-finger-100_split_28.wav,./audio/noise/piano_improv_split_41.wav,3,./audio/mixed_specs/307.wav.npy,./audio/target_specs/b2-finger-100_split_28.wav.npy,./audio/noise_specs/piano_improv_split_41.wav.npy
308.wav,./audio/mixed/308.wav,./audio/target/g3-strum2-tune_split_57.wav,./audio/noise/1-17742-A-12_split_1.wav,1,./audio/mixed_specs/308.wav.npy,./audio/target_specs/g3-strum2-tune_split_57.wav.npy,./audio/noise_specs/1-17742-A-12_split_1.wav.npy
309.wav,./audio/mixed/309.wav,./audio/target/a2-strum-tune_split_21.wav,./audio/noise/piano_improv_split_41.wav,3,./audio/mixed_specs/309.wav.npy,./audio/target_specs/a2-strum-tune_split_21.wav.npy,./audio/noise_specs/piano_improv_split_41.wav.npy
310.wav,./audio/mixed/310.wav,./audio/target/e4-strum-tune_split_13.wav,./audio/noise/5-243450-A-14_split_2.wav,1,./audio/mixed_specs/310.wav.npy,./audio/target_specs/e4-strum-tune_split_13.wav.npy,./audio/noise_specs/5-243450-A-14_split_2.wav.npy
311.wav,./audio/mixed/311.wav,./audio/target/d3-finger-tune_split_29.wav,./audio/noise/2-88724-A-38_split_2.wav,3,./audio/mixed_specs/311.wav.npy,./audio/target_specs/d3-finger-tune_split_29.wav.npy,./audio/noise_specs/2-88724-A-38_split_2.wav.npy
312.wav,./audio/mixed/312.wav,./audio/target/g3-strum2-tune_split_43.wav,./audio/noise/1-51035-A-16_split_2.wav,0,./audio/mixed_specs/312.wav.npy,./audio/target_specs/g3-strum2-tune_split_43.wav.npy,./audio/noise_specs/1-51035-A-16_split_2.wav.npy
313.wav,./audio/mixed/313.wav,./audio/target/e1-finger-tune_1_split_77.wav,./audio/noise/5-233160-A-1_split_2.wav,3,./audio/mixed_specs/313.wav.npy,./audio/target_specs/e1-finger-tune_1_split_77.wav.npy,./audio/noise_specs/5-233160-A-1_split_2.wav.npy
314.wav,./audio/mixed/314.wav,./audio/target/b2-strum-100_1_split_27.wav,./audio/noise/bass_solo_split_15.wav,3,./audio/mixed_specs/314.wav.npy,./audio/target_specs/b2-strum-100_1_split_27.wav.npy,./audio/noise_specs/bass_solo_split_15.wav.npy
315.wav,./audio/mixed/315.wav,./audio/target/a1-strum-120_1_split_12.wav,./audio/noise/5-133989-A-42_split_1.wav,3,./audio/mixed_specs/315.wav.npy,./audio/target_specs/a1-strum-120_1_split_12.wav.npy,./audio/noise_specs/5-133989-A-42_split_1.wav.npy
316.wav,./audio/mixed/316.wav,./audio/target/d3-finger-tune_split_15.wav,./audio/noise/bar_music_split_57.wav,0,./audio/mixed_specs/316.wav.npy,./audio/target_specs/d3-finger-tune_split_15.wav.npy,./audio/noise_specs/bar_music_split_57.wav.npy
317.wav,./audio/mixed/317.wav,./audio/target/e3-strum-120_split_4.wav,./audio/noise/lincoln_split_64.wav,4,./audio/mixed_specs/317.wav.npy,./audio/target_specs/e3-strum-120_split_4.wav.npy,./audio/noise_specs/lincoln_split_64.wav.npy
318.wav,./audio/mixed/318.wav,./audio/target/e1-finger-tune_1_split_63.wav,./audio/noise/5-189212-A-12_split_2.wav,0,./audio/mixed_specs/318.wav.npy,./audio/target_specs/e1-finger-tune_1_split_63.wav.npy,./audio/noise_specs/5-189212-A-12_split_2.wav.npy
319.wav,./audio/mixed/319.wav,./audio/target/g3-strum2-tune_split_47.wav,./audio/noise/1-54918-A-14_split_2.wav,1,./audio/mixed_specs/319.wav.npy,./audio/target_specs/g3-strum2-tune_split_47.wav.npy,./audio/noise_specs/1-54918-A-14_split_2.wav.npy
320.wav,./audio/mixed/320.wav,./audio/target/e4-strum-tune_split_17.wav,./audio/noise/5-242491-A-14_split_1.wav,4,./audio/mixed_specs/320.wav.npy,./audio/target_specs/e4-strum-tune_split_17.wav.npy,./audio/noise_specs/5-242491-A-14_split_1.wav.npy
321.wav,./audio/mixed/321.wav,./audio/target/a2-strum-tune_split_25.wav,./audio/noise/loreta_organ_split_70.wav,1,./audio/mixed_specs/321.wav.npy,./audio/target_specs/a2-strum-tune_split_25.wav.npy,./audio/noise_specs/loreta_organ_split_70.wav.npy
322.wav,./audio/mixed/322.wav,./audio/target/g3-strum2-tune_split_53.wav,./audio/noise/guitar_ambiance_split_39.wav,3,./audio/mixed_specs/322.wav.npy,./audio/target_specs/g3-strum2-tune_split_53.wav.npy,./audio/noise_specs/guitar_ambiance_split_39.wav.npy
323.wav,./audio/mixed/323.wav,./audio/target/e1-finger-tune_1_split_67.wav,./audio/noise/2-102567-C-35_split_1.wav,0,./audio/mixed_specs/323.wav.npy,./audio/target_specs/e1-finger-tune_1_split_67.wav.npy,./audio/noise_specs/2-102567-C-35_split_1.wav.npy
324.wav,./audio/mixed/324.wav,./audio/target/d3-finger-tune_split_11.wav,./audio/noise/walk_jazz_split_15.wav,1,./audio/mixed_specs/324.wav.npy,./audio/target_specs/d3-finger-tune_split_11.wav.npy,./audio/noise_specs/walk_jazz_split_15.wav.npy
325.wav,./audio/mixed/325.wav,./audio/target/b2-strum-100_1_split_23.wav,./audio/noise/church_organ_split_118.wav,3,./audio/mixed_specs/325.wav.npy,./audio/target_specs/b2-strum-100_1_split_23.wav.npy,./audio/noise_specs/church_organ_split_118.wav.npy
326.wav,./audio/mixed/326.wav,./audio/target/a1-strum-120_1_split_16.wav,./audio/noise/1-20736-A-18_split_1.wav,2,./audio/mixed_specs/326.wav.npy,./audio/target_specs/a1-strum-120_1_split_16.wav.npy,./audio/noise_specs/1-20736-A-18_split_1.wav.npy
327.wav,./audio/mixed/327.wav,./audio/target/a2-strum-tune_split_19.wav,./audio/noise/5-182010-A-36_split_2.wav,2,./audio/mixed_specs/327.wav.npy,./audio/target_specs/a2-strum-tune_split_19.wav.npy,./audio/noise_specs/5-182010-A-36_split_2.wav.npy
328.wav,./audio/mixed/328.wav,./audio/target/e1-finger-tune_1_split_73.wav,./audio/noise/1-208757-D-2_split_2.wav,1,./audio/mixed_specs/328.wav.npy,./audio/target_specs/e1-finger-tune_1_split_73.wav.npy,./audio/noise_specs/1-208757-D-2_split_2.wav.npy
329.wav,./audio/mixed/329.wav,./audio/target/g3-strum2-tune_split_84.wav,./audio/noise/bar_music_split_85.wav,0,./audio/mixed_specs/329.wav.npy,./audio/target_specs/g3-strum2-tune_split_84.wav.npy,./audio/noise_specs/bar_music_split_85.wav.npy
330.wav,./audio/mixed/330.wav,./audio/target/b2-finger-100_split_10.wav,./audio/noise/lincoln_split_15.wav,2,./audio/mixed_specs/330.wav.npy,./audio/target_specs/b2-finger-100_split_10.wav.npy,./audio/noise_specs/lincoln_split_15.wav.npy
331.wav,./audio/mixed/331.wav,./audio/target/e1-strum-100_split_8.wav,./audio/noise/acoustic_performance_split_56.wav,3,./audio/mixed_specs/331.wav.npy,./audio/target_specs/e1-strum-100_split_8.wav.npy,./audio/noise_specs/acoustic_performance_split_56.wav.npy
332.wav,./audio/mixed/332.wav,./audio/target/d2-strum-120_1_split_22.wav,./audio/noise/2-104952-B-16_split_1.wav,0,./audio/mixed_specs/332.wav.npy,./audio/target_specs/d2-strum-120_1_split_22.wav.npy,./audio/noise_specs/2-104952-B-16_split_1.wav.npy
333.wav,./audio/mixed/333.wav,./audio/target/d2-finger-144_split_13.wav,./audio/noise/church_organ_split_72.wav,0,./audio/mixed_specs/333.wav.npy,./audio/target_specs/d2-finger-144_split_13.wav.npy,./audio/noise_specs/church_organ_split_72.wav.npy
334.wav,./audio/mixed/334.wav,./audio/target/d2-strum-100_split_1.wav,./audio/noise/loreta_organ_split_46.wav,0,./audio/mixed_specs/334.wav.npy,./audio/target_specs/d2-strum-100_split_1.wav.npy,./audio/noise_specs/loreta_organ_split_46.wav.npy
335.wav,./audio/mixed/335.wav,./audio/target/d3-finger2-tune_split_20.wav,./audio/noise/church_organ_split_126.wav,2,./audio/mixed_specs/335.wav.npy,./audio/target_specs/d3-finger2-tune_split_20.wav.npy,./audio/noise_specs/church_organ_split_126.wav.npy
336.wav,./audio/mixed/336.wav,./audio/target/e4-pick-tune_split_27.wav,./audio/noise/2-117271-A-0_split_2.wav,2,./audio/mixed_specs/336.wav.npy,./audio/target_specs/e4-pick-tune_split_27.wav.npy,./audio/noise_specs/2-117271-A-0_split_2.wav.npy
337.wav,./audio/mixed/337.wav,./audio/target/d3-finger-tune_split_7.wav,./audio/noise/5-233787-A-7_split_2.wav,0,./audio/mixed_specs/337.wav.npy,./audio/target_specs/d3-finger-tune_split_7.wav.npy,./audio/noise_specs/5-233787-A-7_split_2.wav.npy
338.wav,./audio/mixed/338.wav,./audio/target/b3-finger2-tune_split_3.wav,./audio/noise/5-221529-A-39_split_1.wav,3,./audio/mixed_specs/338.wav.npy,./audio/target_specs/b3-finger2-tune_split_3.wav.npy,./audio/noise_specs/5-221529-A-39_split_1.wav.npy
339.wav,./audio/mixed/339.wav,./audio/target/g2-pick-120_split_8.wav,./audio/noise/2-151079-A-20_split_1.wav,1,./audio/mixed_specs/339.wav.npy,./audio/target_specs/g2-pick-120_split_8.wav.npy,./audio/noise_specs/2-151079-A-20_split_1.wav.npy
340.wav,./audio/mixed/340.wav,./audio/target/e1-pick-120_split_2.wav,./audio/noise/5-117118-A-42_split_2.wav,4,./audio/mixed_specs/340.wav.npy,./audio/target_specs/e1-pick-120_split_2.wav.npy,./audio/noise_specs/5-117118-A-42_split_2.wav.npy
341.wav,./audio/mixed/341.wav,./audio/target/a1-finger-120_1_split_20.wav,./audio/noise/classical_piano_split_95.wav,1,./audio/mixed_specs/341.wav.npy,./audio/target_specs/a1-finger-120_1_split_20.wav.npy,./audio/noise_specs/classical_piano_split_95.wav.npy
342.wav,./audio/mixed/342.wav,./audio/target/a2-finger2-tune_split_21.wav,./audio/noise/bass_solo_split_51.wav,0,./audio/mixed_specs/342.wav.npy,./audio/target_specs/a2-finger2-tune_split_21.wav.npy,./audio/noise_specs/bass_solo_split_51.wav.npy
343.wav,./audio/mixed/343.wav,./audio/target/b2-strum-144_1_split_17.wav,./audio/noise/orchestra_tuning_split_7.wav,3,./audio/mixed_specs/343.wav.npy,./audio/target_specs/b2-strum-144_1_split_17.wav.npy,./audio/noise_specs/orchestra_tuning_split_7.wav.npy
344.wav,./audio/mixed/344.wav,./audio/target/a2-finger-tune_split_12.wav,./audio/noise/choir_christie_split_28.wav,2,./audio/mixed_specs/344.wav.npy,./audio/target_specs/a2-finger-tune_split_12.wav.npy,./audio/noise_specs/choir_christie_split_28.wav.npy
345.wav,./audio/mixed/345.wav,./audio/target/e1-pick-tune_split_7.wav,./audio/noise/2-65750-A-1_split_2.wav,1,./audio/mixed_specs/345.wav.npy,./audio/target_specs/e1-pick-tune_split_7.wav.npy,./audio/noise_specs/2-65750-A-1_split_2.wav.npy
346.wav,./audio/mixed/346.wav,./audio/target/g3-pick-tune_split_10.wav,./audio/noise/practiceroom_split_8.wav,3,./audio/mixed_specs/346.wav.npy,./audio/target_specs/g3-pick-tune_split_10.wav.npy,./audio/noise_specs/practiceroom_split_8.wav.npy
347.wav,./audio/mixed/347.wav,./audio/target/d3-strum2-tune_split_9.wav,./audio/noise/1-118559-A-17_split_1.wav,0,./audio/mixed_specs/347.wav.npy,./audio/target_specs/d3-strum2-tune_split_9.wav.npy,./audio/noise_specs/1-118559-A-17_split_1.wav.npy
348.wav,./audio/mixed/348.wav,./audio/target/d2-strum-144_split_16.wav,./audio/noise/rocknroll_split_57.wav,0,./audio/mixed_specs/348.wav.npy,./audio/target_specs/d2-strum-144_split_16.wav.npy,./audio/noise_specs/rocknroll_split_57.wav.npy
349.wav,./audio/mixed/349.wav,./audio/target/b3-strum2-tune_split_20.wav,./audio/noise/1-25781-A-48_split_1.wav,4,./audio/mixed_specs/349.wav.npy,./audio/target_specs/b3-strum2-tune_split_20.wav.npy,./audio/noise_specs/1-25781-A-48_split_1.wav.npy
350.wav,./audio/mixed/350.wav,./audio/target/e1-finger-120_split_9.wav,./audio/noise/faded_expression_split_12.wav,1,./audio/mixed_specs/350.wav.npy,./audio/target_specs/e1-finger-120_split_9.wav.npy,./audio/noise_specs/faded_expression_split_12.wav.npy
351.wav,./audio/mixed/351.wav,./audio/target/b3-strum-tune_split_18.wav,./audio/noise/church_organ_split_18.wav,0,./audio/mixed_specs/351.wav.npy,./audio/target_specs/b3-strum-tune_split_18.wav.npy,./audio/noise_specs/church_organ_split_18.wav.npy
352.wav,./audio/mixed/352.wav,./audio/target/b3-strum-tune_split_30.wav,./audio/noise/blues_ensemble_split_19.wav,2,./audio/mixed_specs/352.wav.npy,./audio/target_specs/b3-strum-tune_split_30.wav.npy,./audio/noise_specs/blues_ensemble_split_19.wav.npy
353.wav,./audio/mixed/353.wav,./audio/target/e1-finger-144_split_11.wav,./audio/noise/faded_expression_split_80.wav,3,./audio/mixed_specs/353.wav.npy,./audio/target_specs/e1-finger-144_split_11.wav.npy,./audio/noise_specs/faded_expression_split_80.wav.npy
354.wav,./audio/mixed/354.wav,./audio/target/e2-strum2-tune_split_3.wav,./audio/noise/2-130245-A-34_split_2.wav,2,./audio/mixed_specs/354.wav.npy,./audio/target_specs/e2-strum2-tune_split_3.wav.npy,./audio/noise_specs/2-130245-A-34_split_2.wav.npy
355.wav,./audio/mixed/355.wav,./audio/target/b3-strum-tune_split_24.wav,./audio/noise/2-209473-A-25_split_2.wav,1,./audio/mixed_specs/355.wav.npy,./audio/target_specs/b3-strum-tune_split_24.wav.npy,./audio/noise_specs/2-209473-A-25_split_2.wav.npy
356.wav,./audio/mixed/356.wav,./audio/target/d2-strum-120_split_14.wav,./audio/noise/restaurant_guitar_split_33.wav,1,./audio/mixed_specs/356.wav.npy,./audio/target_specs/d2-strum-120_split_14.wav.npy,./audio/noise_specs/restaurant_guitar_split_33.wav.npy
357.wav,./audio/mixed/357.wav,./audio/target/a1-finger-100_1_split_28.wav,./audio/noise/big_hair_bass_1_split_19.wav,3,./audio/mixed_specs/357.wav.npy,./audio/target_specs/a1-finger-100_1_split_28.wav.npy,./audio/noise_specs/big_hair_bass_1_split_19.wav.npy
358.wav,./audio/mixed/358.wav,./audio/target/d3-strum2-tune_split_15.wav,./audio/noise/5-207836-C-29_split_1.wav,4,./audio/mixed_specs/358.wav.npy,./audio/target_specs/d3-strum2-tune_split_15.wav.npy,./audio/noise_specs/5-207836-C-29_split_1.wav.npy
359.wav,./audio/mixed/359.wav,./audio/target/e3-finger-100_split_10.wav,./audio/noise/bygone_ensemble_split_12.wav,0,./audio/mixed_specs/359.wav.npy,./audio/target_specs/e3-finger-100_split_10.wav.npy,./audio/noise_specs/bygone_ensemble_split_12.wav.npy
360.wav,./audio/mixed/360.wav,./audio/target/a1-finger-100_1_split_14.wav,./audio/noise/harp_split_1.wav,3,./audio/mixed_specs/360.wav.npy,./audio/target_specs/a1-finger-100_1_split_14.wav.npy,./audio/noise_specs/harp_split_1.wav.npy
361.wav,./audio/mixed/361.wav,./audio/target/e1-finger-120_split_13.wav,./audio/noise/rocknroll_split_18.wav,2,./audio/mixed_specs/361.wav.npy,./audio/target_specs/e1-finger-120_split_13.wav.npy,./audio/noise_specs/rocknroll_split_18.wav.npy
362.wav,./audio/mixed/362.wav,./audio/target/d2-finger-100_split_26.wav,./audio/noise/s_intro_split_1.wav,3,./audio/mixed_specs/362.wav.npy,./audio/target_specs/d2-finger-100_split_26.wav.npy,./audio/noise_specs/s_intro_split_1.wav.npy
363.wav,./audio/mixed/363.wav,./audio/target/a1-strum-144_1_split_16.wav,./audio/noise/5-198411-A-20_split_1.wav,4,./audio/mixed_specs/363.wav.npy,./audio/target_specs/a1-strum-144_1_split_16.wav.npy,./audio/noise_specs/5-198411-A-20_split_1.wav.npy
364.wav,./audio/mixed/364.wav,./audio/target/d3-strum2-tune_split_29.wav,./audio/noise/loreta_organ_split_77.wav,3,./audio/mixed_specs/364.wav.npy,./audio/target_specs/d3-strum2-tune_split_29.wav.npy,./audio/noise_specs/loreta_organ_split_77.wav.npy
365.wav,./audio/mixed/365.wav,./audio/target/e3-finger-144_1_split_16.wav,./audio/noise/1-34094-B-5_split_2.wav,2,./audio/mixed_specs/365.wav.npy,./audio/target_specs/e3-finger-144_1_split_16.wav.npy,./audio/noise_specs/1-34094-B-5_split_2.wav.npy
366.wav,./audio/mixed/366.wav,./audio/target/g2-pick-100_split_7.wav,./audio/noise/film_static_split_4.wav,3,./audio/mixed_specs/366.wav.npy,./audio/target_specs/g2-pick-100_split_7.wav.npy,./audio/noise_specs/film_static_split_4.wav.npy
367.wav,./audio/mixed/367.wav,./audio/target/g3-pick2-tune_split_17.wav,./audio/noise/bygone_ep_split_9.wav,1,./audio/mixed_specs/367.wav.npy,./audio/target_specs/g3-pick2-tune_split_17.wav.npy,./audio/noise_specs/bygone_ep_split_9.wav.npy
368.wav,./audio/mixed/368.wav,./audio/target/b3-pick-tune_split_3.wav,./audio/noise/2-28314-B-12_split_2.wav,4,./audio/mixed_specs/368.wav.npy,./audio/target_specs/b3-pick-tune_split_3.wav.npy,./audio/noise_specs/2-28314-B-12_split_2.wav.npy
369.wav,./audio/mixed/369.wav,./audio/target/e1-strum-tune_split_7.wav,./audio/noise/2-72547-D-14_split_1.wav,4,./audio/mixed_specs/369.wav.npy,./audio/target_specs/e1-strum-tune_split_7.wav.npy,./audio/noise_specs/2-72547-D-14_split_1.wav.npy
370.wav,./audio/mixed/370.wav,./audio/target/a2-strum2-tune_split_2.wav,./audio/noise/window_music_split_37.wav,1,./audio/mixed_specs/370.wav.npy,./audio/target_specs/a2-strum2-tune_split_2.wav.npy,./audio/noise_specs/window_music_split_37.wav.npy
371.wav,./audio/mixed/371.wav,./audio/target/e3-strum-100_split_16.wav,./audio/noise/devils_etude_split_97.wav,4,./audio/mixed_specs/371.wav.npy,./audio/target_specs/e3-strum-100_split_16.wav.npy,./audio/noise_specs/devils_etude_split_97.wav.npy
372.wav,./audio/mixed/372.wav,./audio/target/b2-finger-120_1_split_23.wav,./audio/noise/2-60180-A-49_split_1.wav,2,./audio/mixed_specs/372.wav.npy,./audio/target_specs/b2-finger-120_1_split_23.wav.npy,./audio/noise_specs/2-60180-A-49_split_1.wav.npy
373.wav,./audio/mixed/373.wav,./audio/target/e1-finger-tune_split_17.wav,./audio/noise/classical_piano_split_124.wav,1,./audio/mixed_specs/373.wav.npy,./audio/target_specs/e1-finger-tune_split_17.wav.npy,./audio/noise_specs/classical_piano_split_124.wav.npy
374.wav,./audio/mixed/374.wav,./audio/target/a1-finger-144_1_split_20.wav,./audio/noise/5-235874-A-28_split_2.wav,1,./audio/mixed_specs/374.wav.npy,./audio/target_specs/a1-finger-144_1_split_20.wav.npy,./audio/noise_specs/5-235874-A-28_split_2.wav.npy
375.wav,./audio/mixed/375.wav,./audio/target/d3-strum-tune_split_12.wav,./audio/noise/5-200334-A-1_split_2.wav,3,./audio/mixed_specs/375.wav.npy,./audio/target_specs/d3-strum-tune_split_12.wav.npy,./audio/noise_specs/5-200334-A-1_split_2.wav.npy
376.wav,./audio/mixed/376.wav,./audio/target/d2-finger-120_split_11.wav,./audio/noise/5-250258-A-49_split_2.wav,3,./audio/mixed_specs/376.wav.npy,./audio/target_specs/d2-finger-120_split_11.wav.npy,./audio/noise_specs/5-250258-A-49_split_2.wav.npy
377.wav,./audio/mixed/377.wav,./audio/target/a1-strum-100_1_split_22.wav,./audio/noise/5-194899-C-3_split_2.wav,0,./audio/mixed_specs/377.wav.npy,./audio/target_specs/a1-strum-100_1_split_22.wav.npy,./audio/noise_specs/5-194899-C-3_split_2.wav.npy
378.wav,./audio/mixed/378.wav,./audio/target/b2-strum-120_1_split_17.wav,./audio/noise/1-137-A-32_split_1.wav,3,./audio/mixed_specs/378.wav.npy,./audio/target_specs/b2-strum-120_1_split_17.wav.npy,./audio/noise_specs/1-137-A-32_split_1.wav.npy
379.wav,./audio/mixed/379.wav,./audio/target/a2-strum2-tune_split_16.wav,./audio/noise/granular2_split_17.wav,2,./audio/mixed_specs/379.wav.npy,./audio/target_specs/a2-strum2-tune_split_16.wav.npy,./audio/noise_specs/granular2_split_17.wav.npy
380.wav,./audio/mixed/380.wav,./audio/target/e1-strum-120_split_7.wav,./audio/noise/f_vox_split_1.wav,1,./audio/mixed_specs/380.wav.npy,./audio/target_specs/e1-strum-120_split_7.wav.npy,./audio/noise_specs/f_vox_split_1.wav.npy
381.wav,./audio/mixed/381.wav,./audio/target/e3-pick-144_split_3.wav,./audio/noise/classical_piano_split_131.wav,0,./audio/mixed_specs/381.wav.npy,./audio/target_specs/e3-pick-144_split_3.wav.npy,./audio/noise_specs/classical_piano_split_131.wav.npy
382.wav,./audio/mixed/382.wav,./audio/target/b3-strum2-tune_split_3.wav,./audio/noise/accidental_noise_split_1.wav,3,./audio/mixed_specs/382.wav.npy,./audio/target_specs/b3-strum2-tune_split_3.wav.npy,./audio/noise_specs/accidental_noise_split_1.wav.npy
383.wav,./audio/mixed/383.wav,./audio/target/b2-pick-120_1_split_9.wav,./audio/noise/2-103423-A-3_split_1.wav,2,./audio/mixed_specs/383.wav.npy,./audio/target_specs/b2-pick-120_1_split_9.wav.npy,./audio/noise_specs/2-103423-A-3_split_1.wav.npy
384.wav,./audio/mixed/384.wav,./audio/target/b3-strum-tune_split_4.wav,./audio/noise/soft_static_split_32.wav,3,./audio/mixed_specs/384.wav.npy,./audio/target_specs/b3-strum-tune_split_4.wav.npy,./audio/noise_specs/soft_static_split_32.wav.npy
385.wav,./audio/mixed/385.wav,./audio/target/d2-strum-100_split_23.wav,./audio/noise/music_class_split_47.wav,1,./audio/mixed_specs/385.wav.npy,./audio/target_specs/d2-strum-100_split_23.wav.npy,./audio/noise_specs/music_class_split_47.wav.npy
386.wav,./audio/mixed/386.wav,./audio/target/e3-strum-120_split_21.wav,./audio/noise/film_static_split_19.wav,4,./audio/mixed_specs/386.wav.npy,./audio/target_specs/e3-strum-120_split_21.wav.npy,./audio/noise_specs/film_static_split_19.wav.npy
387.wav,./audio/mixed/387.wav,./audio/target/b3-finger-tune_split_18.wav,./audio/noise/5-263831-A-6_split_1.wav,0,./audio/mixed_specs/387.wav.npy,./audio/target_specs/b3-finger-tune_split_18.wav.npy,./audio/noise_specs/5-263831-A-6_split_1.wav.npy
388.wav,./audio/mixed/388.wav,./audio/target/a2-strum-tune_split_5.wav,./audio/noise/5-244327-A-34_split_1.wav,2,./audio/mixed_specs/388.wav.npy,./audio/target_specs/a2-strum-tune_split_5.wav.npy,./audio/noise_specs/5-244327-A-34_split_1.wav.npy
389.wav,./audio/mixed/389.wav,./audio/target/b2-strum-100_1_split_7.wav,./audio/noise/granular2_split_5.wav,2,./audio/mixed_specs/389.wav.npy,./audio/target_specs/b2-strum-100_1_split_7.wav.npy,./audio/noise_specs/granular2_split_5.wav.npy
390.wav,./audio/mixed/390.wav,./audio/target/g2-finger-120_split_4.wav,./audio/noise/2-52001-A-28_split_1.wav,1,./audio/mixed_specs/390.wav.npy,./audio/target_specs/g2-finger-120_split_4.wav.npy,./audio/noise_specs/2-52001-A-28_split_1.wav.npy
391.wav,./audio/mixed/391.wav,./audio/target/g2-strum-100_split_4.wav,./audio/noise/church_organ_split_139.wav,2,./audio/mixed_specs/391.wav.npy,./audio/target_specs/g2-strum-100_split_4.wav.npy,./audio/noise_specs/church_organ_split_139.wav.npy
392.wav,./audio/mixed/392.wav,./audio/target/b3-finger-tune_split_24.wav,./audio/noise/2-78799-A-47_split_1.wav,1,./audio/mixed_specs/392.wav.npy,./audio/target_specs/b3-finger-tune_split_24.wav.npy,./audio/noise_specs/2-78799-A-47_split_1.wav.npy
393.wav,./audio/mixed/393.wav,./audio/target/b3-finger-tune_split_30.wav,./audio/noise/2-69131-B-5_split_2.wav,3,./audio/mixed_specs/393.wav.npy,./audio/target_specs/b3-finger-tune_split_30.wav.npy,./audio/noise_specs/2-69131-B-5_split_2.wav.npy
394.wav,./audio/mixed/394.wav,./audio/target/a2-finger2-tune_split_9.wav,./audio/noise/granular2_split_8.wav,4,./audio/mixed_specs/394.wav.npy,./audio/target_specs/a2-finger2-tune_split_9.wav.npy,./audio/noise_specs/granular2_split_8.wav.npy
395.wav,./audio/mixed/395.wav,./audio/target/e4-finger-tune_split_2.wav,./audio/noise/2-93030-A-21_split_1.wav,0,./audio/mixed_specs/395.wav.npy,./audio/target_specs/e4-finger-tune_split_2.wav.npy,./audio/noise_specs/2-93030-A-21_split_1.wav.npy
396.wav,./audio/mixed/396.wav,./audio/target/e4-finger-tune_split_3.wav,./audio/noise/2-114280-A-0_split_2.wav,4,./audio/mixed_specs/396.wav.npy,./audio/target_specs/e4-finger-tune_split_3.wav.npy,./audio/noise_specs/2-114280-A-0_split_2.wav.npy
397.wav,./audio/mixed/397.wav,./audio/target/a2-finger2-tune_split_8.wav,./audio/noise/lincoln_split_66.wav,0,./audio/mixed_specs/397.wav.npy,./audio/target_specs/a2-finger2-tune_split_8.wav.npy,./audio/noise_specs/lincoln_split_66.wav.npy
398.wav,./audio/mixed/398.wav,./audio/target/b3-finger-tune_split_25.wav,./audio/noise/granular2_split_14.wav,3,./audio/mixed_specs/398.wav.npy,./audio/target_specs/b3-finger-tune_split_25.wav.npy,./audio/noise_specs/granular2_split_14.wav.npy
399.wav,./audio/mixed/399.wav,./audio/target/g2-strum-100_split_5.wav,./audio/noise/blues_bass_split_20.wav,2,./audio/mixed_specs/399.wav.npy,./audio/target_specs/g2-strum-100_split_5.wav.npy,./audio/noise_specs/blues_bass_split_20.wav.npy
400.wav,./audio/mixed/400.wav,./audio/target/b2-strum-100_1_split_6.wav,./audio/noise/1-21189-A-10_split_2.wav,4,./audio/mixed_specs/400.wav.npy,./audio/target_specs/b2-strum-100_1_split_6.wav.npy,./audio/noise_specs/1-21189-A-10_split_2.wav.npy
401.wav,./audio/mixed/401.wav,./audio/target/g2-finger-120_split_5.wav,./audio/noise/acoustic_performance_split_33.wav,2,./audio/mixed_specs/401.wav.npy,./audio/target_specs/g2-finger-120_split_5.wav.npy,./audio/noise_specs/acoustic_performance_split_33.wav.npy
